id_met	anno	coverage_End	mean_End	coverage_Ect	mean_Ect	coverage_Mesend	mean_Mesend	base_met	enh_base_met
Neural_Ectoderm_8weeks_pseudobulk	all	112	46.6696428571429	1115	37.4233183856502	1337	77.1077038145101	77.9505429900201	37.9466638436797
E8.5_Mesoderm_pseudobulk	all	80	39.5125	713	52.1276297335203	918	34.0283224400871	74.1369950625317	38.3416273709309
E8.5_Endoderm_pseudobulk	all	11	36.3636363636364	67	64.6716417910448	110	21.6636363636364	79.3884236207961	41.587856229226
E8.5_Ectoderm_pseudobulk	all	39	55.2051282051282	386	41.0569948186529	513	53.7875243664717	81.5665259746125	45.7011588848857
E7.5_Mesoderm_pseudobulk	all	39	63.6666666666667	422	50.7701421800948	574	52.2038327526132	83.6631348107256	53.7737635619426
E7.5_Endoderm_pseudobulk	all	34	66.3823529411765	427	50.8454332552693	543	45.0460405156538	81.7151853738965	52.2582979378127
E7.5_Ectoderm_pseudobulk	all	37	63.6756756756757	366	37.7103825136612	494	66.6113360323887	83.3897581196126	53.3041564425609
Luo_2019_Merged_GSM3027835_MethylC-seq_Ascl1_5d_A	all	0		0		0		72.9755190269375	
Luo_2019_Merged_GSM3027837_MethylC-seq_Ascl1_22d_A	all	0		0		0		76.4158266499494	
Luo_2019_Merged_GSM3027838_MethylC-seq_Ascl1_22d_B	all	0		0		0		76.0422549502964	
Luo_2019_Merged_GSM3027839_MethylC-seq_BAM_5d_B	all	0		0		0		71.9969546501809	
Luo_2019_Merged_GSM3027840_MethylC-seq_BAM_5d_C	all	0		0		0		71.8664084984922	
Luo_2019_Merged_GSM3027841_MethylC-seq_BAM_22d_A	all	0		0		0		81.2860054555056	
Luo_2019_Merged_GSM3027842_MethylC-seq_BAM_22d_B	all	0		0		0		77.7808649741169	
Luo_2019_Merged_GSM3027843_MethylC-seq_NPC_A	all	0		0		0		73.8879727679118	
Luo_2019_Merged_GSM3027844_MethylC-seq_NPC_B	all	0		0		0		74.0588034256565	
Luo_2019_Merged_GSM3027845_MethylC-seq_NPC_7d_A	all	0		0		0		77.240644353775	
Luo_2019_Merged_GSM3027846_MethylC-seq_NPC_7d_B	all	0		0		0		77.1418538023794	
Luo_2019_Merged_GSM3027847_MethylC-seq_NPC_14d	all	0		0		0		78.0202366975944	
Luo_2019_Merged_GSM3027848_MethylC-seq_NPC_21d	all	0		0		0		78.6670526338314	
Luo_2019_SRR6793537_GSM3027831_MethylC-seq_MEF_A	all	0		0		0		68.2909165247392	
Luo_2019_SRR6793538_GSM3027832_MethylC-seq_MEF_B	all	0		0		0		70.1049804781001	
Luo_2019_SRR6793539_GSM3027833_MethylC-seq_Ascl1_2d_A	all	0		0		0		69.2291139538713	
Luo_2019_SRR6793540_GSM3027834_MethylC-seq_Ascl1_2d_B	all	0		0		0		73.1365595273134	
Luo_2019_SRR6793543_GSM3027836_MethylC-seq_Ascl1_5d_B	all	0		0		0		71.9776379250013	
